,Tickers,Momentum,ID
315,MRNA,2.2827198792246532,-0.013698630136986356
437,TSLA,1.5812397469695711,-0.13698630136986306
175,ETSY,1.3979685143665552,-0.1095890410958904
141,DXCM,0.8533417926111995,-0.12328767123287676
167,ENPH,0.8205128673042257,-0.12328767123287676
395,REGN,0.6609406790412888,-0.0958904109589041
345,NVDA,0.616280322763421,-0.1506849315068493
360,PYPL,0.6107053589426703,-0.08219178082191786
485,WST,0.5140995669547652,-0.1095890410958904
24,AMZN,0.492997293807665,-0.1643835616438356
161,EBAY,0.46446673797529514,-0.1506849315068493
112,CLX,0.44624579642225215,-0.2054794520547945
412,NOW,0.43475484220082006,-0.1095890410958904
330,NEM,0.4310740307330314,-0.1643835616438356
442,TSCO,0.41998925095380524,-0.0410958904109589
3,ABMD,0.416026746844707,-0.0410958904109589
328,NFLX,0.4063108392149881,0.0
426,SNPS,0.40086209967738395,-0.2054794520547945
80,CDNS,0.38350631833978355,-0.2054794520547945
340,NLOK,0.36078659220031284,-0.0410958904109589
350,ODFL,0.3431625071139619,-0.13698630136986306
111,CTXS,0.34133978132661147,-0.08219178082191786
319,MPWR,0.338398373284166,-0.1095890410958904
428,TMUS,0.32810512570405503,-0.19178082191780826
468,VRTX,0.32591916695582523,-0.027397260273972657
297,MKTX,0.32520671884938457,-0.013698630136986356
6,ADBE,0.3198811460566986,-0.17808219178082196
53,ADSK,0.30377190498231155,-0.19178082191780826
88,CTLT,0.3019538906761956,-0.1643835616438356
325,MSCI,0.29825703663283853,-0.06849315068493156
313,MSFT,0.297617126191454,-0.17808219178082196
87,CARR,0.292856162807539,-0.16666666666666669
373,POOL,0.2868180275653316,-0.12328767123287676
197,FTNT,0.2857812057487443,-0.0958904109589041
5,ATVI,0.2857485801371471,-0.0958904109589041
401,ROL,0.28472404859798695,-0.12328767123287676
258,JKHY,0.26985673367082463,-0.0958904109589041
240,IDXX,0.2643510798779156,-0.1643835616438356
151,DPZ,0.26306879280296136,0.0
284,LLY,0.2615680766464956,0.0
102,CMG,0.2571346701946233,-0.13698630136986306
44,AAPL,0.24861452829087827,-0.13698630136986306
398,RMD,0.24463111579536778,-0.1506849315068493
436,TER,0.24313811753450554,-0.0958904109589041
407,SBAC,0.2402153063933259,-0.0547945205479452
13,AKAM,0.23975456984230425,-0.0410958904109589
170,EFX,0.23305871290122693,-0.1506849315068493
165,EA,0.22825792273247836,-0.0547945205479452
148,DG,0.22661736808232313,-0.06849315068493156
65,BIO,0.2201442902570303,-0.1095890410958904
171,EQIX,0.2130409937920117,-0.12328767123287676
207,GNRC,0.21214837204688042,-0.06849315068493156
405,SPGI,0.21205512039586227,-0.13698630136986306
66,TECH,0.20633938028872856,0.06849315068493156
143,DLR,0.20625520262056551,-0.0410958904109589
213,GILD,0.20572161282796775,0.0547945205479452
34,ABC,0.19645096177415122,-0.0410958904109589
361,PENN,0.19483574153515137,-0.1643835616438356
129,CCI,0.19476779703786873,-0.13698630136986306
244,INCY,0.19067798424266158,0.0547945205479452
275,KR,0.17972769655542042,-0.0958904109589041
186,FAST,0.17569287505224462,-0.06849315068493156
210,GIS,0.17196542946336946,-0.0547945205479452
359,PAYC,0.16985193972651746,-0.2054794520547945
321,MCO,0.1620899604693926,-0.1643835616438356
230,HD,0.16169896658817628,-0.08219178082191786
449,TYL,0.15618964597390628,-0.0547945205479452
134,DHR,0.15495550561510107,-0.13698630136986306
406,CRM,0.1518076889698865,-0.1095890410958904
7,AMD,0.14718708918805334,-0.0958904109589041
378,PGR,0.14362000917852225,0.013698630136986356
466,VRSK,0.1436115154480797,-0.13698630136986306
354,OTIS,0.14149285249897248,-0.05555555555555558
98,CRL,0.14133289063265542,-0.08219178082191786
2,ABBV,0.14061991244293726,-0.1095890410958904
430,TTWO,0.1399984233955638,-0.12328767123287676
291,LOW,0.13994141739704946,-0.0410958904109589
252,INTU,0.13544585690657063,-0.027397260273972657
31,AMT,0.13439417895782668,-0.027397260273972657
39,ANSS,0.13332818008607417,-0.0958904109589041
326,NDAQ,0.12539823621041157,-0.0547945205479452
278,LRCX,0.11727382786646201,-0.12328767123287676
440,TMO,0.1169324782188943,-0.06849315068493156
243,ILMN,0.11638637790355788,-0.19178082191780826
305,MCK,0.11516927624885631,-0.027397260273972657
283,LEN,0.10983351161193267,-0.06849315068493156
255,IPGP,0.10674856069669891,-0.1095890410958904
185,FB,0.1063094144907124,-0.1506849315068493
104,CHD,0.10590117201486549,-0.08219178082191786
273,KLAC,0.10223263942113925,-0.1506849315068493
402,ROP,0.0994296145026965,-0.0547945205479452
68,BLK,0.09782321219830781,-0.1643835616438356
229,HOLX,0.09174489560471755,-0.08219178082191786
320,MNST,0.09079465817520838,-0.17808219178082196
292,LUMN,0.08697382820811406,-0.05555555555555558
232,HRL,0.08100154979097796,-0.06849315068493156
389,DGX,0.08071268249658137,0.0547945205479452
59,BLL,0.0790695450181782,-0.06849315068493156
366,PRGO,0.07823135588962371,-0.0410958904109589
117,CL,0.07717161719598065,0.0
