,Tickers,Momentum,ID
359,PAYC,0.16985193972651746,-0.2054794520547945
112,CLX,0.44624579642225215,-0.2054794520547945
80,CDNS,0.38350631833978355,-0.2054794520547945
426,SNPS,0.40086209967738395,-0.2054794520547945
53,ADSK,0.30377190498231155,-0.19178082191780826
428,TMUS,0.32810512570405503,-0.19178082191780826
243,ILMN,0.11638637790355788,-0.19178082191780826
320,MNST,0.09079465817520838,-0.17808219178082196
313,MSFT,0.297617126191454,-0.17808219178082196
6,ADBE,0.3198811460566986,-0.17808219178082196
87,CARR,0.292856162807539,-0.16666666666666669
88,CTLT,0.3019538906761956,-0.1643835616438356
321,MCO,0.1620899604693926,-0.1643835616438356
240,IDXX,0.2643510798779156,-0.1643835616438356
68,BLK,0.09782321219830781,-0.1643835616438356
361,PENN,0.19483574153515137,-0.1643835616438356
330,NEM,0.4310740307330314,-0.1643835616438356
24,AMZN,0.492997293807665,-0.1643835616438356
170,EFX,0.23305871290122693,-0.1506849315068493
185,FB,0.1063094144907124,-0.1506849315068493
345,NVDA,0.616280322763421,-0.1506849315068493
161,EBAY,0.46446673797529514,-0.1506849315068493
273,KLAC,0.10223263942113925,-0.1506849315068493
398,RMD,0.24463111579536778,-0.1506849315068493
134,DHR,0.15495550561510107,-0.13698630136986306
437,TSLA,1.5812397469695711,-0.13698630136986306
405,SPGI,0.21205512039586227,-0.13698630136986306
44,AAPL,0.24861452829087827,-0.13698630136986306
129,CCI,0.19476779703786873,-0.13698630136986306
350,ODFL,0.3431625071139619,-0.13698630136986306
466,VRSK,0.1436115154480797,-0.13698630136986306
102,CMG,0.2571346701946233,-0.13698630136986306
141,DXCM,0.8533417926111995,-0.12328767123287676
373,POOL,0.2868180275653316,-0.12328767123287676
430,TTWO,0.1399984233955638,-0.12328767123287676
401,ROL,0.28472404859798695,-0.12328767123287676
278,LRCX,0.11727382786646201,-0.12328767123287676
167,ENPH,0.8205128673042257,-0.12328767123287676
171,EQIX,0.2130409937920117,-0.12328767123287676
175,ETSY,1.3979685143665552,-0.1095890410958904
406,CRM,0.1518076889698865,-0.1095890410958904
65,BIO,0.2201442902570303,-0.1095890410958904
485,WST,0.5140995669547652,-0.1095890410958904
319,MPWR,0.338398373284166,-0.1095890410958904
2,ABBV,0.14061991244293726,-0.1095890410958904
412,NOW,0.43475484220082006,-0.1095890410958904
255,IPGP,0.10674856069669891,-0.1095890410958904
275,KR,0.17972769655542042,-0.0958904109589041
39,ANSS,0.13332818008607417,-0.0958904109589041
436,TER,0.24313811753450554,-0.0958904109589041
